bit_index,mean_value,positive_rate,entropy
492,-0.276992,0.361504,0.9439245443200717
493,0.779508,0.889754,0.5006575228040072
494,-0.520988,0.239506,0.794217809108885
495,0.536368,0.768184,0.7811635915470337
496,0.674956,0.837478,0.6403089854012693
497,0.527648,0.763824,0.7886230587822283
498,-0.527648,0.236176,0.788623058782228
499,-0.74148,0.12926,0.5554052340042999
500,0.707188,0.853594,0.6007727531219859
501,-0.803876,0.098062,0.4628220013711464
502,-0.951184,0.024408,0.1655215211125411
503,-0.6741,0.16295,0.6413204134127191
504,0.536368,0.768184,0.7811635915470337
505,-0.243904,0.378048,0.9566517115743365
506,0.812596,0.906298,0.4487073642676676
507,-0.674956,0.162522,0.6403089854012692
508,-0.812596,0.093702,0.44870736426766766
509,-0.527648,0.236176,0.788623058782228
510,0.456532,0.728266,0.8439418277080191
511,0.49456,0.74728,0.8155608278147761
512,0.707188,0.853594,0.6007727531219859
513,-0.536368,0.231816,0.7811635915470336
514,0.779508,0.889754,0.5006575228040072
515,0.715052,0.857526,0.5906815032257853
516,0.762924,0.881462,0.5251437391465936
517,0.527648,0.763824,0.7886230587822283
518,0.527648,0.763824,0.7886230587822283
519,0.803876,0.901938,0.4628220013711464
520,-0.951184,0.024408,0.1655215211125411
521,0.456532,0.728266,0.8439418277080191
522,-0.6741,0.16295,0.6413204134127191
523,-0.6741,0.16295,0.6413204134127191
524,0.666236,0.833118,0.6505221694209273
525,0.6741,0.83705,0.6413204134127192
526,0.68282,0.84141,0.63092569111122
527,-0.561084,0.219458,0.7591765912816286
528,0.527648,0.763824,0.7886230587822283
529,-0.6741,0.16295,0.6413204134127191
530,-0.73276,0.13362,0.5672831199242286
531,0.674956,0.837478,0.6403089854012693
532,0.55322,0.77661,0.7663094110834687
533,0.707188,0.853594,0.6007727531219859
534,-0.674956,0.162522,0.6403089854012692
535,0.674956,0.837478,0.6403089854012693
536,-0.674956,0.162522,0.6403089854012692
537,0.707188,0.853594,0.6007727531219859
538,-0.49456,0.25272,0.8155608278147763
539,0.456532,0.728266,0.8439418277080191
540,-0.456532,0.271734,0.8439418277080188
541,0.6741,0.83705,0.6413204134127192
542,-0.812596,0.093702,0.44870736426766766
543,0.49456,0.74728,0.8155608278147761
544,-0.456532,0.271734,0.8439418277080188
545,0.73276,0.86638,0.5672831199242285
546,0.666236,0.833118,0.6505221694209273
547,0.276992,0.638496,0.9439245443200717
548,-0.707188,0.146406,0.6007727531219859
549,0.55322,0.77661,0.7663094110834687
550,-0.56194,0.21903,0.7583923520724396
551,-0.707188,0.146406,0.6007727531219859
552,0.666236,0.833118,0.6505221694209273
553,0.951184,0.975592,0.16552152111254104
554,0.771644,0.885822,0.5123908501789547
555,-0.771644,0.114178,0.5123908501789547
556,-0.527648,0.236176,0.788623058782228
557,0.73276,0.86638,0.5672831199242285
558,0.527648,0.763824,0.7886230587822283
559,-0.465252,0.267374,0.8376712020701157
560,0.803876,0.901938,0.4628220013711464
561,-0.6741,0.16295,0.6413204134127191
562,-0.812596,0.093702,0.44870736426766766
563,-0.762924,0.118538,0.5251437391465936
564,0.6741,0.83705,0.6413204134127192
565,-0.674956,0.162522,0.6403089854012692
566,-0.942464,0.028768,0.1881753046849809
567,-0.715032,0.142484,0.5907073974528506
568,0.535512,0.767756,0.7819026357499015
569,0.252624,0.626312,0.953461803717413
570,-0.536368,0.231816,0.7811635915470336
571,0.6741,0.83705,0.6413204134127192
572,0.520132,0.760066,0.7949305064627987
573,0.666236,0.833118,0.6505221694209273
574,-0.464396,0.267802,0.8382929329070363
575,0.521008,0.760504,0.7942011399621722
576,0.486696,0.743348,0.8216520516312923
577,0.771644,0.885822,0.5123908501789547
578,-0.6741,0.16295,0.6413204134127191
579,0.527648,0.763824,0.7886230587822283
580,0.74148,0.87074,0.5554052340042999
581,-0.464396,0.267802,0.8382929329070363
582,0.56194,0.78097,0.7583923520724396
583,0.527648,0.763824,0.7886230587822283
584,-0.527648,0.236176,0.788623058782228
585,-0.803876,0.098062,0.4628220013711464
586,-0.6741,0.16295,0.6413204134127191
587,0.674956,0.837478,0.6403089854012693
588,0.49456,0.74728,0.8155608278147761
589,-0.666236,0.166882,0.6505221694209273
590,0.803876,0.901938,0.4628220013711464
591,0.56194,0.78097,0.7583923520724396
592,-0.674956,0.162522,0.6403089854012692
593,0.666236,0.833118,0.6505221694209273
594,-0.762924,0.118538,0.5251437391465936
595,0.771644,0.885822,0.5123908501789547
596,0.49456,0.74728,0.8155608278147761
597,-0.50328,0.24836,0.808668423419373
598,-0.56194,0.21903,0.7583923520724396
599,-0.803876,0.098062,0.4628220013711464
600,0.464396,0.732198,0.8382929329070363
601,0.803876,0.901938,0.4628220013711464
602,-0.49456,0.25272,0.8155608278147763
603,0.68282,0.84141,0.63092569111122
604,0.707188,0.853594,0.6007727531219859
605,-0.951184,0.024408,0.1655215211125411
606,0.803876,0.901938,0.4628220013711464
607,-0.707188,0.146406,0.6007727531219859
608,-0.536368,0.231816,0.7811635915470336
609,0.456532,0.728266,0.8439418277080191
610,0.81174,0.90587,0.4501070112245288
611,0.284856,0.642428,0.9406492919680538
612,0.569804,0.784902,0.7511150374752427
613,-0.49456,0.25272,0.8155608278147763
614,0.6741,0.83705,0.6413204134127192
615,0.6741,0.83705,0.6413204134127192
616,-0.762924,0.118538,0.5251437391465936
617,-0.707188,0.146406,0.6007727531219859
618,0.803876,0.901938,0.4628220013711464
619,0.666236,0.833118,0.6505221694209273
620,0.666236,0.833118,0.6505221694209273
621,-0.707188,0.146406,0.6007727531219859
622,0.6741,0.83705,0.6413204134127192
623,0.707188,0.853594,0.6007727531219859
624,-0.49456,0.25272,0.8155608278147763
625,0.803876,0.901938,0.4628220013711464
626,-0.707188,0.146406,0.6007727531219859
627,-0.803876,0.098062,0.4628220013711464
628,-0.68282,0.15859,0.63092569111122
629,-0.812596,0.093702,0.44870736426766766
630,-0.284856,0.357572,0.9406492919680538
631,0.456532,0.728266,0.8439418277080191
632,-0.464396,0.267802,0.8382929329070363
633,-0.771644,0.114178,0.5123908501789547
634,0.707188,0.853594,0.6007727531219859
635,-0.527648,0.236176,0.788623058782228
636,-0.666236,0.166882,0.6505221694209273
637,0.535512,0.767756,0.7819026357499015
638,0.464396,0.732198,0.8382929329070363
639,0.486696,0.743348,0.8216520516312923
640,-0.942464,0.028768,0.1881753046849809
641,-0.527648,0.236176,0.788623058782228
642,0.495416,0.747708,0.8148906891761454
643,0.803876,0.901938,0.4628220013711464
644,0.536368,0.768184,0.7811635915470337
645,-0.55322,0.22339,0.7663094110834687
646,0.707188,0.853594,0.6007727531219859
647,0.771644,0.885822,0.5123908501789547
648,-0.495416,0.252292,0.8148906891761454
